CIDADE,DATA_COMUNICACAO_BO,FLAG_STATUS,VIOLENCIA_DOMESTICA,RUBRICA,DESCR_SUBTIPOLOCAL,DESCR_RELACIONAMENTO,IDADE_PESSOA,DESCR_PROFISSAO,DESCR_GRAU_INSTRUCAO
S.CARLOS                                ,2020-03-20,Consumado,,Lesão corporal (art. 129),CASA,,0,,
SERRA AZUL                              ,2020-03-20,Consumado,,Injúria (art. 140),CASA,,48,CABELEIREIRO(A)               ,1 Grau completo                         
ARARAQUARA                              ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),OUTROS,ENVOLVIMENTO AMOROSO                    ,27,OPERADOR DE CAIXA             ,2 Grau completo                         
VIRADOURO                               ,2020-03-20,Consumado,,Injúria (art. 140),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,,64,APOSENTADO(A)                 ,2 Grau completo                         
MOTUCA                                  ,2020-03-20,Consumado,,Lesão corporal (art. 129),CASA,,25,,
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,33,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,42,AUXILIAR GERAL                ,
MORRO AGUDO                             ,2020-03-20,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,PARENTESCO                              ,56,FUNCION.PUBLICO MUNICIPAL     ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-21,Consumado,,Injúria (art. 140),VIA PÚBLICA,,19,FISCAL                        ,2 Grau completo                         
ARARAQUARA                              ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,UNIAO ESTAVEL                           ,28,PRENDAS DOMESTICAS            ,1 Grau completo                         
PITANGUEIRAS                            ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Difamação (art. 139),CASA,CASAMENTO                               ,42,EDUCADOR                      ,Superior completo                       
S.CARLOS                                ,2020-03-21,Consumado,,Estupro de vulneravel (art.217-A),CASA,,12,ESTUDANTE                     ,
SERRANA                                 ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,25,FAXINEIRO(A)                  ,1 Grau incompleto                       
JABOTICABAL                             ,2020-03-21,Consumado,,Ameaça (art. 147),CASA,,52,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
JABOTICABAL                             ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,62,PENSIONISTA                   ,1 Grau incompleto                       
JABOTICABAL                             ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,40,FISIOTERAPEUTA                ,Superior completo                       
BEBEDOURO                               ,2020-03-21,Consumado,,Ameaça (art. 147),CASA,,29,ASSISTENTE ADMINISTRATIVO     ,Superior incompleto                     
ARARAQUARA                              ,2020-03-21,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,31,FRENTISTA                     ,
SERRANA                                 ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,25,FAXINEIRO(A)                  ,1 Grau incompleto                       
OLIMPIA                                 ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,32,,
ARARAQUARA                              ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,27,AUTONOMO(A)                   ,2 Grau completo                         
BARRETOS                                ,2020-03-21,Consumado,,A.I.-Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,18,NAO INFORMADA                 ,2 Grau completo                         
ARARAQUARA                              ,2020-03-21,Consumado,,Lesão corporal (art. 129),VIA PÚBLICA,,13,ESTUDANTE                     ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,27,AUTONOMO(A)                   ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),APARTAMENTO,CASAMENTO                               ,42,CORRETOR(A) DE IMOVEIS        ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),APARTAMENTO,CASAMENTO                               ,42,CORRETOR(A) DE IMOVEIS        ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,14,,
ARARAQUARA                              ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,28,PRENDAS DOMESTICAS            ,1 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,42,,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,PARENTESCO                              ,20,DESEMPREGADO                  ,
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,PARENTESCO                              ,62,NAO INFORMADA                 ,
ITAPOLIS                                ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,36,NAO INFORMADA                 ,
RIBEIRAO PRETO                          ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Dano (art. 163),CASA,ENVOLVIMENTO AMOROSO                    ,23,BANCARIO(A)                   ,
SERTAOZINHO                             ,2020-03-21,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,34,AJUDANTE                      ,1 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA-GARAGEM,ENVOLVIMENTO AMOROSO                    ,34,MANICURE                      ,
BEBEDOURO                               ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,54,PRENDAS DOMESTICAS            ,1 Grau completo                         
BEBEDOURO                               ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,54,PRENDAS DOMESTICAS            ,1 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA-GARAGEM,ENVOLVIMENTO AMOROSO                    ,34,MANICURE                      ,
BEBEDOURO                               ,2020-03-22,Consumado,,Ameaça (art. 147),CASA,,40,COZINHEIRO(A)                 ,1 Grau completo                         
PIRANGI                                 ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,46,EMPREGADO RURAL               ,1 Grau incompleto                       
S.CARLOS                                ,2020-03-22,Consumado,,Ameaça (art. 147),CASA,,43,COMERCIANTE                   ,2 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,24,PRENDAS DOMESTICAS            ,2 Grau completo                         
IBITINGA                                ,2020-03-22,Consumado,,Art. 215A - Importunação Sexual,FACEBOOK,,25,OPERADOR DE MAQUINA           ,2 Grau completo                         
S.JOAQUIM DA BARRA                      ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,24,PRENDAS DOMESTICAS            ,2 Grau completo                         
PIRANGI                                 ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,UNIAO ESTAVEL                           ,46,EMPREGADO RURAL               ,1 Grau incompleto                       
S.JOAQUIM DA BARRA                      ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,ENVOLVIMENTO AMOROSO                    ,24,PRENDAS DOMESTICAS            ,2 Grau completo                         
RIBEIRAO PRETO                          ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,NENHUMA RELACAO                         ,27,PRENDAS DOMESTICAS            ,2 Grau incompleto                       
MORRO AGUDO                             ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,UNIAO ESTAVEL                           ,27,TECNICO EM ENFERMAGEM         ,2 Grau completo                         
FRANCA                                  ,2020-03-22,Consumado,,Ameaça (art. 147),CASA,,31,ATENDENTE                     ,
S.CARLOS                                ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA,CASAMENTO                               ,36,AUXILIAR DE COZINHA           ,1 Grau incompleto                       
PITANGUEIRAS                            ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,UNIAO ESTAVEL                           ,34,,1 Grau completo                         
PITANGUEIRAS                            ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,"Dano qualificado (art.163, par.único, IV)",CASA,PARENTESCO                              ,55,PRENDAS DOMESTICAS            ,
RIBEIRAO PRETO                          ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),HOTEL-OUTROS,ENVOLVIMENTO AMOROSO                    ,34,RECEPCIONISTA                 ,
JARDINOPOLIS                            ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,CASAMENTO                               ,38,,
RIBEIRAO PRETO                          ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),HOTEL-OUTROS,ENVOLVIMENTO AMOROSO                    ,0,,
S.CARLOS                                ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),VIA PÚBLICA,CASAMENTO                               ,36,AUXILIAR DE COZINHA           ,1 Grau incompleto                       
S.JOAQUIM DA BARRA                      ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,36,COMERCIANTE                   ,2 Grau completo                         
PORTO FERREIRA                          ,2020-03-22,Consumado,,Ameaça (art. 147),CASA,,40,,
PITANGUEIRAS                            ,2020-03-22,Consumado,VIOLÊNCIA DOMESTICA,Violação de domicílio (art. 150),CASA,PARENTESCO                              ,55,PRENDAS DOMESTICAS            ,
ARARAQUARA                              ,2020-03-23,Consumado,,Injúria (art. 140),APARTAMENTO,,37,ASSISTENTE FINANCEIRO         ,2 Grau completo                         
GUARA                                   ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),CASA,PARENTESCO                              ,0,,
GUARA                                   ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,PARENTESCO                              ,32,PRENDAS DOMESTICAS            ,1 Grau incompleto                       
BOA ESPERANCA DO SUL                    ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,ENVOLVIMENTO AMOROSO                    ,31,COSTUREIRO(A)                 ,1 Grau completo                         
SERRA AZUL                              ,2020-03-23,Consumado,,Ameaça (art. 147),OUTROS,,66,,1 Grau completo                         
TAIACU                                  ,2020-03-23,Consumado,,Lesão corporal (art 129 § 9º),CASA,ENVOLVIMENTO AMOROSO                    ,26,,
ARARAQUARA                              ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),ALBERGUE-OUTROS,ENVOLVIMENTO AMOROSO                    ,47,,
AMERICO BRASILIENSE                     ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art. 129),CASA,NENHUMA RELACAO                         ,49,NAO INFORMADA                 ,
JABOTICABAL                             ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,NENHUMA RELACAO                         ,49,FUNCION.PUBLICO MUNICIPAL     ,2 Grau completo                         
IBITINGA                                ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Lesão corporal (art 129 § 9º),VIA PÚBLICA-DEFRENTE A RESIDÊNCIA DA VÍTIMA,PARENTESCO                              ,23,AUXILIAR DE PRODUCAO          ,1 Grau incompleto                       
ARARAQUARA                              ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,ENVOLVIMENTO AMOROSO                    ,21,AUXILIAR DE PRODUCAO          ,2 Grau completo                         
AMERICO BRASILIENSE                     ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,NENHUMA RELACAO                         ,49,NAO INFORMADA                 ,
CANDIDO RODRIGUES                       ,2020-03-23,Consumado,,Lesão corporal (art. 129),CHÁCARA-CASA,,0,,
CANDIDO RODRIGUES                       ,2020-03-23,Consumado,,Lesão corporal (art. 129),CHÁCARA-CASA,,24,EMBALADOR(A)                  ,1 Grau completo                         
ARARAQUARA                              ,2020-03-23,Consumado,,Lesão corporal (art. 129),APARTAMENTO,,37,ASSISTENTE FINANCEIRO         ,2 Grau completo                         
ARARAQUARA                              ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),ALBERGUE-OUTROS,NENHUMA RELACAO                         ,42,NAO INFORMADA                 ,Superior completo                       
ARARAQUARA                              ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Injúria (art. 140),CASA,ENVOLVIMENTO AMOROSO                    ,21,AUXILIAR DE PRODUCAO          ,2 Grau completo                         
MATAO                                   ,2020-03-23,Consumado,VIOLÊNCIA DOMESTICA,Ameaça (art. 147),CASA,CASAMENTO                               ,35,PROFESSOR(A)                  ,Superior completo                       
